time,air_temperature,burning_index_g,dead_fuel_moisture_1000hr,dead_fuel_moisture_100hr,mean_vapor_pressure_deficit,potential_evapotranspiration,precipitation_amount,relative_humidity,specific_humidity,surface_downwelling_shortwave_flux_in_air,wind_from_direction,wind_speed
2020-08-09,299.08182,33.30075,17.124598,14.481204,0.9394844,27.218874,3.1765306,84.534904,0.011063802,277.84393,172.57896,3.3381312
2020-08-16,301.7016,31.541353,17.107735,15.014393,0.9876584,28.246428,9.528572,87.6868,0.012879225,278.7866,190.64125,2.9076264
2020-08-23,301.30096,32.42105,15.78389,12.360365,1.28058,31.063267,1.7632655,78.536736,0.01047856,268.501,175.8131,3.0573575
2020-08-30,304.00107,39.045113,14.837271,12.306444,1.3745865,34.728573,2.0158165,82.18442,0.013470192,253.87776,219.11063,4.1211605
2020-09-06,290.97464,43.135338,14.729002,12.977335,1.2473361,33.788265,15.407653,44.91944,0.009783749,232.18509,208.42639,4.6272826
2020-09-13,288.17593,29.210526,17.757788,18.658648,0.48861435,17.92296,35.94592,63.816113,0.010090721,161.9799,102.18797,5.3179383
2020-09-20,284.78928,34.225563,17.27465,13.78131,0.90360904,24.631632,0.0,38.996452,0.0070632976,212.91557,126.24168,3.8383458
2020-09-27,286.06296,45.902256,15.474329,11.887004,1.0638345,28.462755,5.8515306,36.425884,0.008134307,206.107,216.98604,4.6860366
2020-10-04,279.4958,40.556393,15.967347,15.216004,0.47967774,16.17449,6.841327,46.81697,0.005316466,148.6738,282.63373,4.4900107
2020-10-11,283.51456,44.285713,15.419011,13.4543495,0.9400644,27.449488,0.0,34.658752,0.006788958,182.98024,201.17293,5.213749
2020-10-18,278.2405,54.74436,15.05564,12.95392,0.7695059,25.130102,7.8602033,31.052849,0.0044683246,118.94436,241.02147,6.0906553
2020-10-25,278.79407,25.781956,16.491623,16.788614,0.40690652,12.791838,50.52806,51.235878,0.0055062724,116.70902,136.91084,4.4317937
2020-11-01,272.6382,43.857143,17.477337,16.581417,0.2905048,10.855614,1.9086733,49.962944,0.003340709,107.0331,243.19551,5.2787323
2020-11-08,280.28732,43.022556,16.143074,12.733619,0.88428575,24.787245,0.0,30.25102,0.0054863156,113.77488,207.95383,5.4819546
2020-11-15,274.9519,41.285713,16.575079,16.324705,0.4089581,13.702551,17.65255,44.978733,0.0049688504,99.83986,221.01718,6.3511286
2020-11-22,275.3352,55.458645,16.36638,13.283241,0.49458647,16.648981,0.7081634,38.838234,0.0032565948,88.669495,227.84534,5.598711
2020-11-29,273.86502,34.23308,17.278841,17.284533,0.2729108,8.52449,16.509693,52.57734,0.003664071,72.28733,218.6584,4.3099895
2020-12-06,271.14865,38.924812,16.5826,13.515144,0.2826853,8.919388,0.026530614,50.138565,0.002562524,80.12256,209.60904,4.5813107
2020-12-13,272.91373,32.11278,16.585823,16.698496,0.23951665,6.604592,29.976019,60.122444,0.0035226964,69.93995,212.66594,3.7963479
2020-12-20,269.97025,31.909775,17.288507,15.826426,0.2121697,6.9321427,0.0127551025,54.240707,0.0024997098,71.7913,193.20087,4.1191196
2020-12-27,266.72827,42.037594,16.501934,14.083137,0.25508055,9.82245,2.012245,42.903866,0.0023646506,72.948555,235.40817,6.623738
2021-01-03,266.48965,31.842106,17.121428,17.633835,0.14180452,2.907653,11.558163,57.750565,0.0023291353,79.07688,241.09398,4.5516915
